GeneID	Name	ProteinID	LFC_2hpf/Egg	LFC_4hpf/Egg	LFC_6hpf/Egg	LFC_8hpf/Egg	LFC_24hpf/Egg	Padj_2hpf/Egg	Padj_4hpf/Egg	Padj_6hpf/Egg	Padj_8hpf/Egg	Padj_24hpf/Egg	Gene_name	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
ENSDARG00000020718	slc25a22a	ENSDARP00000056277	0.0946654003273704	0.21656409720438	0.359117648035593	0.145712330910571	3.61996552751323	0.844801580566422	0.344026062726425	0.0767725531240227	0.479216144545942	1.83109788267066e-10	slc25a22a	ENSDARG00000020718	ENSDART00000149425,ENSDART00000056278	ENSDARP00000123949,ENSDARP00000056277	slc25a22a-202,slc25a22a-201		protein_coding	solute_carrier_family_25_member_22a_[Source:ZFIN;Acc:ZDB-GENE-110408-61]
ENSDARG00000076334	mrpl43	ENSDARP00000102301	-0.102060664298566	-0.116032627752979	-0.100906052105461	-0.269553608012917	-0.432900870183538	0.844801580566422	0.637578190163504	0.632862715012058	0.223509252877592	0.0399491031803542	mrpl43	ENSDARG00000076334	ENSDART00000111486	ENSDARP00000102301	mrpl43-201		protein_coding	mitochondrial_ribosomal_protein_L43_[Source:ZFIN;Acc:ZDB-GENE-040718-125]
ENSDARG00000042620	gstr	ENSDARP00000062517	0.36934620377717	0.289757467163057	2.40734681847252	3.00941400616711	2.07366712881542	0.844801580566422	0.742499609565157	0.00704516515863849	0.00165457576560156	0.0100560332881851	gstr	ENSDARG00000042620	ENSDART00000139741,ENSDART00000062518,ENSDART00000150926	,ENSDARP00000062517	gstr-202,gstr-201,gstr-203		protein_coding	glutathione_S-transferase_rho_[Source:ZFIN;Acc:ZDB-GENE-090507-1]
ENSDARG00000017034	sqor	ENSDARP00000117779	-0.271580430382484	-1.70841239088036	-1.3007620127668	-1.51745301287425	-0.722071579193921	0.844801580566422	0.0134415911259971	0.0326754153538929	0.0179554604959338	0.180389615904021	sqor	ENSDARG00000017034	ENSDART00000146451,ENSDART00000152326,ENSDART00000152124	ENSDARP00000117779,ENSDARP00000126921,ENSDARP00000127071	sqor-201,sqor-203,sqor-202		protein_coding	sulfide_quinone_oxidoreductase_[Source:ZFIN;Acc:ZDB-GENE-050417-436]
ENSDARG00000062594	coq7	ENSDARP00000085142	-0.150136833780525	-0.262742594603317	-0.34081594968465	-0.203847103603728	-1.01253509980778	0.846620673467273	0.481087591681329	0.279810771958903	0.539975296523552	0.0035150065714135	coq7	ENSDARG00000062594	ENSDART00000090709	ENSDARP00000085142	coq7-201		protein_coding	coenzyme_Q7_homolog,_ubiquinone_(yeast)_[Source:ZFIN;Acc:ZDB-GENE-070209-262]
ENSDARG00000103347	cyp2aa3	ENSDARP00000137977	0.0946654003273704	0.21656409720438	0.359117648035593	0.183768499828634	5.48060526508643	0.846620673467273	0.350109745114305	0.0802687184157126	0.37344919205283	2.155243764086e-12	cyp2aa3	ENSDARG00000103347	ENSDART00000160199	ENSDARP00000137977	cyp2aa3-201		protein_coding	cytochrome_P450,_family_2,_subfamily_AA,_polypeptide_3_[Source:ZFIN;Acc:ZDB-GENE-031030-8]
ENSDARG00000102356	scp2b	ENSDARP00000134278	0.113588165530302	0.274115244194395	0.189068512542047	-0.296385731142085	-0.501870805947174	0.846800128487827	0.322704195589223	0.426445076944894	0.234712916179058	0.0352854212111887	scp2b	ENSDARG00000102356	ENSDART00000171885	ENSDARP00000134278	scp2b-201		protein_coding	sterol_carrier_protein_2b_[Source:ZFIN;Acc:ZDB-GENE-041010-196]
ENSDARG00000057128	hadhaa	ENSDARP00000074186	-0.0893548426930124	0.0179997311114199	-0.243553787437556	-0.248683661122961	-0.552945306024995	0.846800128487827	0.935631614593862	0.19753247100102	0.203892370958304	0.00612715994703256	hadhaa	ENSDARG00000057128	ENSDART00000079734	ENSDARP00000074186	hadhaa-201		protein_coding	hydroxyacyl-CoA_dehydrogenase_trifunctional_multienzyme_complex_subunit_alpha_a_[Source:ZFIN;Acc:ZDB-GENE-031222-5]
ENSDARG00000063917	mt-nd4	ENSDARP00000087878	-0.199817588318549	-0.598947306596155	-0.979201001199996	-1.08777308657728	-1.31660093721002	0.848378628359307	0.22384726688017	0.0315610342722051	0.0215326820863451	0.00429175214344646	mt-nd4	ENSDARG00000063917	ENSDART00000093618	ENSDARP00000087878	mt-nd4-201		protein_coding	NADH_dehydrogenase_4,_mitochondrial_[Source:ZFIN;Acc:ZDB-GENE-011205-10]
ENSDARG00000087456	NDUFB1	ENSDARP00000105840	0.218868245567613	-0.0110455193069221	-0.33446664640687	-0.0557312162789145	-0.832744231014864	0.849261407986214	0.983636328706913	0.468873711572709	0.908441493285971	0.0657916340526837	NDUFB1	ENSDARG00000087456	ENSDART00000123634	ENSDARP00000105840	NDUFB1-201		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_B1_[Source:HGNC_Symbol;Acc:HGNC:7695]
ENSDARG00000111091	FO082779	ENSDARP00000152039	-0.354252303419624	1.97754507611386	2.10060475539015	1.55882821548365	-0.18430914511365	0.852553153453066	0.0290950950193492	0.0136668415546322	0.0544874858197792	0.793999818833064	ccdc69	ENSDARG00000111091	ENSDART00000192793	ENSDARP00000152039	ccdc69-201		protein_coding	coiled-coil_domain_containing_69_[Source:ZFIN;Acc:ZDB-GENE-120720-3]
ENSDARG00000078686	arl8a	ENSDARP00000124659	0.302344643243815	-0.146932276395132	0.897964177507584	1.65932091033199	1.25098635874172	0.852873367631798	0.842827415952608	0.169233643417658	0.0218827540935459	0.0497784162769059	arl8a	ENSDARG00000078686	ENSDART00000149320	ENSDARP00000124659	arl8a-201		protein_coding	ADP-ribosylation_factor-like_8A_[Source:ZFIN;Acc:ZDB-GENE-030131-5025]
ENSDARG00000007526	ndufs2	ENSDARP00000098175	-0.0585071210826342	-0.20565669612197	-0.402610757750121	-0.342395600606544	-0.662599609569952	0.853012493920696	0.162370796958774	0.00630471860988494	0.0167004686397114	7.71091517125961e-05	ndufs2	ENSDARG00000007526	ENSDART00000108787	ENSDARP00000098175	ndufs2-201		protein_coding	NADH:ubiquinone_oxidoreductase_core_subunit_S2_[Source:ZFIN;Acc:ZDB-GENE-050522-273]
ENSDARG00000038456	mrps35	ENSDARP00000056120	0.0891756954305087	-0.305629220672714	-0.440223798541048	-0.436180797391181	-0.376191294294021	0.853012493920696	0.172364850189089	0.0329302670605553	0.0367896354686381	0.0468126322311397	mrps35	ENSDARG00000038456	ENSDART00000056121	ENSDARP00000056120	mrps35-201		protein_coding	mitochondrial_ribosomal_protein_S35_[Source:ZFIN;Acc:ZDB-GENE-050809-131]
ENSDARG00000073741	RAP1GDS1	XP_021333729	0.22310069872907	0.239443050780336	0.964300678859901	0.725594147562713	0.673400766210383	0.853543804412976	0.665023427543191	0.0562966647594432	0.148256257526897	0.144072696960041	RAP1GDS1	ENSDARG00000073741	ENSDART00000109507	ENSDARP00000101190	RAP1GDS1-201		protein_coding	Rap1_GTPase-GDP_dissociation_stimulator_1_[Source:HGNC_Symbol;Acc:HGNC:9859]
ENSDARG00000101175	mcu	ENSDARP00000133611	0.132729735629443	-0.033252670549107	0.0127277381278255	-0.181773302125702	-0.617906033199148	0.853986980169436	0.924049608070171	0.96670554942982	0.547960976288579	0.0319010932603133	mcu	ENSDARG00000101175	ENSDART00000165259	ENSDARP00000133611	mcu-201		protein_coding	mitochondrial_calcium_uniporter_[Source:ZFIN;Acc:ZDB-GENE-061013-24]
ENSDARG00000092112	tomm40	XP_017206807	-0.0886547818222319	-0.102267914536391	-0.0730503093758976	-0.0620892223790115	-0.418989955598224	0.853986980169436	0.647301386460724	0.70623573303131	0.759978019643054	0.0299451800142221	tomm40	ENSDARG00000092112	ENSDART00000015302,ENSDART00000136777,ENSDART00000132693,ENSDART00000140539	ENSDARP00000003894,,ENSDARP00000118886,ENSDARP00000113104	tomm40-201,tomm40-203,tomm40-202,tomm40-204		protein_coding	translocase_of_outer_mitochondrial_membrane_40_homolog_(yeast)_[Source:ZFIN;Acc:ZDB-GENE-030131-1365]
ENSDARG00000073724	nlrx1	ENSDARP00000126680	0.107084670322266	-0.278859936367319	-0.362581571115062	-0.36088899557382	-0.734605745938026	0.853986980169436	0.30123458881699	0.124792607507581	0.137220280986465	0.0039332559679471	nlrx1	ENSDARG00000073724	ENSDART00000185823,ENSDART00000152460,ENSDART00000152706,ENSDART00000185523	ENSDARP00000156516,ENSDARP00000126611,ENSDARP00000126680,ENSDARP00000154296	nlrx1-204,nlrx1-201,nlrx1-202,nlrx1-203		protein_coding	NLR_family_member_X1_[Source:ZFIN;Acc:ZDB-GENE-071119-3]
ENSDARG00000104173	tufm	ENSDARP00000134914	-0.0557092363269547	-0.138950747902026	-0.304238390326304	-0.319924764683361	-0.575501504380956	0.854847073694051	0.323249734263857	0.0228201267691173	0.0195477901371915	0.000190971184316195	tufm	ENSDARG00000104173	ENSDART00000166639	ENSDARP00000134914	tufm-201		protein_coding	Tu_translation_elongation_factor,_mitochondrial_[Source:ZFIN;Acc:ZDB-GENE-050320-73]
ENSDARG00000001897	man2b1	ENSDARP00000138683	-0.530300407490431	1.52830250446546	0.991147562180315	1.59021483551833	1.43040690016442	0.866371257960637	0.270386898339601	0.402752051564997	0.199475882914685	0.206930464168776	man2b1	ENSDARG00000001897	ENSDART00000004780,ENSDART00000141062	ENSDARP00000014955,ENSDARP00000117668	man2b1-201,man2b1-202		protein_coding	mannosidase,_alpha,_class_2B,_member_1_[Source:ZFIN;Acc:ZDB-GENE-050327-52]
ENSDARG00000007745	uqcrfs1	ENSDARP00000011707	-0.0582874050787261	-0.197784237748955	-0.360519875055218	-0.38102196911651	-0.488922987916418	0.869037070289971	0.199599023747716	0.0149014186173239	0.0121021927849054	0.00132151580388849	uqcrfs1	ENSDARG00000007745	ENSDART00000006868	ENSDARP00000011707	uqcrfs1-201		protein_coding	ubiquinol-cytochrome_c_reductase,_Rieske_iron-sulfur_polypeptide_1_[Source:ZFIN;Acc:ZDB-GENE-040426-2060]
ENSDARG00000068886	mrpl14	ENSDARP00000090555	-0.0929117019428816	-0.21275692992818	-0.329693523805524	-0.565455025995718	-0.472595573832727	0.869382068782856	0.386023324118814	0.123966324792963	0.0180081285627196	0.0261528806304952	mrpl14	ENSDARG00000068886	ENSDART00000099782	ENSDARP00000090555	mrpl14-201		protein_coding	mitochondrial_ribosomal_protein_L14_[Source:ZFIN;Acc:ZDB-GENE-040426-1066]
ENSDARG00000103537	ttll12	NP_956546	0.193953358130686	0.227184611613856	1.30522076746279	1.98466044465804	2.06173681770811	0.871185341579228	0.657740451218936	0.00979014953096073	0.000576920100191884	0.000217933918348677	ttll12	ENSDARG00000103537	ENSDART00000182314,ENSDART00000172376	ENSDARP00000150878,ENSDARP00000136478	ttll12-202,ttll12-201		protein_coding	tubulin_tyrosine_ligase-like_family,_member_12_[Source:ZFIN;Acc:ZDB-GENE-040426-697]
ENSDARG00000074967	zgc:162698	ENSDARP00000100667	-0.389499269747217	-0.243228826720635	0.446175000484264	-1.38663705126302	-0.866822460517735	0.871774554276562	0.807798212263453	0.615365477690815	0.135870309517134	0.301571696955571	zgc:162698	ENSDARG00000074967	ENSDART00000141007,ENSDART00000145748,ENSDART00000179123,ENSDART00000109482	ENSDARP00000123025,ENSDARP00000115155,ENSDARP00000143751,ENSDARP00000100667	zgc:162698-202,zgc:162698-203,zgc:162698-204,zgc:162698-201		protein_coding	zgc:162698_[Source:ZFIN;Acc:ZDB-GENE-041111-185]
ENSDARG00000070083	atp5f1b	ENSDARP00000060309	-0.0514774684955164	-0.136788720619286	-0.258225976531858	-0.249621438178782	-0.536279250971383	0.872165401515647	0.317500104647332	0.0401476244616375	0.0496183094211957	0.000272295711757374	atp5f1b	ENSDARG00000070083	ENSDART00000060310	ENSDARP00000060309	atp5f1b-201		protein_coding	ATP_synthase_F1_subunit_beta_[Source:ZFIN;Acc:ZDB-GENE-030131-124]
ENSDARG00000043402	zgc:171480	ENSDARP00000063716	-0.526905348599122	-0.136725597704771	-1.92736764082886	-0.311048675147578	-1.1177306844507	0.872165401515647	0.925372075600549	0.117961781900651	0.80993709985381	0.32604109573447	zgc:171480	ENSDARG00000043402	ENSDART00000063717	ENSDARP00000063716	zgc:171480-201		protein_coding	zgc:171480_[Source:ZFIN;Acc:ZDB-GENE-080204-83]
ENSDARG00000041108	ctsh	ENSDARP00000060244	0.0946654003273704	0.21656409720438	0.359117648035593	0.252119046861957	5.24158169445077	0.872165401515647	0.393093754463898	0.106945240959779	0.266652200124127	9.03629696882124e-12	ctsh	ENSDARG00000041108	ENSDART00000060245,ENSDART00000140111	ENSDARP00000060244,	ctsh-201,ctsh-202		protein_coding	cathepsin_H_[Source:ZFIN;Acc:ZDB-GENE-030131-3539]
ENSDARG00000075931	acsl5	ENSDARP00000123999	0.0946654003273704	0.21656409720438	0.359117648035593	0.183768499828634	1.99804553065581	0.872165401515647	0.393848534561912	0.107654029966178	0.417160181152834	3.27411546732162e-07	acsl5	ENSDARG00000075931	ENSDART00000148954,ENSDART00000148603,ENSDART00000175929,ENSDART00000186342,ENSDART00000043887	ENSDARP00000125109,ENSDARP00000123999,ENSDARP00000143417,ENSDARP00000156687,ENSDARP00000043886	acsl5-203,acsl5-202,acsl5-204,acsl5-205,acsl5-201		protein_coding	acyl-CoA_synthetase_long_chain_family_member_5_[Source:ZFIN;Acc:ZDB-GENE-040912-169]
ENSDARG00000035715	marcksl1b	ENSDARP00000130507	0.0946654003273704	0.21656409720438	5.45596125167678	6.29701854275766	7.07025601792473	0.874061286058861	0.398557966612908	1.55984059352285e-10	1.12079199767681e-11	4.01290700559856e-13	marcksl1b	ENSDARG00000035715	ENSDART00000167803,ENSDART00000051804	ENSDARP00000130507,ENSDARP00000051803	marcksl1b-202,marcksl1b-201		protein_coding	MARCKS-like_1b_[Source:ZFIN;Acc:ZDB-GENE-040426-2315]
ENSDARG00000068265	tomm5	ENSDARP00000089414	0.420613448771249	-0.0186799177013874	-0.877683060365108	0.395330044784828	0.398067132913024	0.874967123426163	0.987585425092486	0.369890137972314	0.70245444529416	0.669268845948725	tomm5	ENSDARG00000068265	ENSDART00000098643	ENSDARP00000089414	tomm5-201		protein_coding	translocase_of_outer_mitochondrial_membrane_5_homolog_(yeast)_[Source:ZFIN;Acc:ZDB-GENE-040724-90]
ENSDARG00000020123	coq8aa	ENSDARP00000024635	-0.0640725510485467	-0.000426222435081058	-0.177129788254138	-0.306491760158348	-0.827549298357471	0.878581840886504	0.998390762709526	0.240760734036739	0.0575441320973162	5.3913301903199e-05	coq8aa	ENSDARG00000020123	ENSDART00000135912,ENSDART00000020153	ENSDARP00000120211,ENSDARP00000024635	coq8aa-202,coq8aa-201		protein_coding	coenzyme_Q8A,_genome_duplicate_a_[Source:ZFIN;Acc:ZDB-GENE-040718-487]
ENSDARG00000043371	mdh2	ENSDARP00000063661	-0.0495852520143032	-0.122546976928263	-0.262277749653204	-0.227105189051862	-0.547728925253406	0.879552819638273	0.371396200340805	0.0365386786482823	0.0687576802664078	0.000215249564758954	mdh2	ENSDARG00000043371	ENSDART00000063662	ENSDARP00000063661	mdh2-201		protein_coding	malate_dehydrogenase_2,_NAD_(mitochondrial)_[Source:ZFIN;Acc:ZDB-GENE-040426-2143]
ENSDARG00000008637	mttp	ENSDARP00000024667	0.0946654003273668	0.216564097204376	0.359117648035589	1.71011114732137	6.18176433297145	0.879552819638273	0.407697627345948	0.116385297999829	4.6145720134413e-06	2.155243764086e-12	mttp	ENSDARG00000008637	ENSDART00000079930,ENSDART00000015251,ENSDART00000164817	ENSDARP00000074381,ENSDARP00000024667,ENSDARP00000135652	mttp-202,mttp-201,mttp-203		protein_coding	microsomal_triglyceride_transfer_protein_[Source:ZFIN;Acc:ZDB-GENE-040419-2]
ENSDARG00000003189	psmd1	ENSDARP00000133612	-0.185069843757146	0.856751209085477	2.47011762339669	2.53096079865055	3.0314454928977	0.879552819638273	0.0985205605745807	8.99014363090376e-05	6.33311764855053e-05	5.93009770235403e-06	psmd1	ENSDARG00000003189	ENSDART00000133030,ENSDART00000144100,ENSDART00000159016,ENSDART00000007346,ENSDART00000193346	,ENSDARP00000117676,ENSDARP00000133612,ENSDARP00000006823,ENSDARP00000149973	psmd1-202,psmd1-203,psmd1-204,psmd1-201,psmd1-205		protein_coding	proteasome_26S_subunit,_non-ATPase_1_[Source:ZFIN;Acc:ZDB-GENE-040426-810]
ENSDARG00000031366	rtn4ip1	ENSDARP00000040031	-0.0934152538219379	-0.357948608326371	-0.633555640413658	-0.771846968796336	-1.17664065239829	0.880337965958492	0.168411883762771	0.011868916182014	0.0038580851428492	7.41934699071867e-05	rtn4ip1	ENSDARG00000031366	ENSDART00000040032	ENSDARP00000040031	rtn4ip1-201		protein_coding	reticulon_4_interacting_protein_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1314]
ENSDARG00000054827	ssuh2	ENSDARP00000105418	-0.388547422288713	0.671387352757085	2.17433173407973	2.7236139780375	3.10958853969978	0.880337965958492	0.538335575987842	0.0297485164284589	0.0108292523907861	0.00260992032974758	ssuh2.4	ENSDARG00000054827	ENSDART00000130604	ENSDARP00000105418	ssuh2.4-201		protein_coding	ssu-2_homolog,_tandem_duplicate_4_[Source:ZFIN;Acc:ZDB-GENE-070424-72]
ENSDARG00000035741	slc25a11	ENSDARP00000051848	-0.0881135089853302	-0.337179378326333	-0.303417506561935	-0.169825799828086	-0.347521357405704	0.880337965958492	0.171032266823495	0.154020884084046	0.43924196650455	0.0888131207628931	slc25a11	ENSDARG00000035741	ENSDART00000158577,ENSDART00000051849	ENSDARP00000130089,ENSDARP00000051848	slc25a11-202,slc25a11-201		protein_coding	solute_carrier_family_25_member_11_[Source:ZFIN;Acc:ZDB-GENE-040625-79]
ENSDARG00000059583	rcc1l	ENSDARP00000077387	-0.417034283725473	-0.288033268058715	-0.589799976555206	-1.38102339133968	-2.70025209020955	0.881205909757101	0.799324721234508	0.551960424253451	0.18557412564933	0.0101264774670127	rcc1l	ENSDARG00000059583	ENSDART00000082952	ENSDARP00000077387	rcc1l-201		protein_coding	RCC1_like_[Source:ZFIN;Acc:ZDB-GENE-060526-370]
ENSDARG00000009685	ppa2	ENSDARP00000138824	-0.278850754908479	-1.11499547687182	-1.24982368827988	-0.871168819560364	-1.64271881545654	0.881205909757101	0.157243501183042	0.0730270630708816	0.214233411602315	0.0174102383765817	ppa2	ENSDARG00000009685	ENSDART00000169642,ENSDART00000167489,ENSDART00000023904,ENSDART00000171614,ENSDART00000160183	,ENSDARP00000007548,ENSDARP00000138824	ppa2-204,ppa2-203,ppa2-201,ppa2-205,ppa2-202		protein_coding	inorganic_pyrophosphatase_2_[Source:ZFIN;Acc:ZDB-GENE-040426-1857]
ENSDARG00000007795	cst3	ENSDARP00000113296	0.0946654003273704	0.21656409720438	2.15049589398221	3.13524511414276	4.59886239387005	0.881205909757101	0.418587817637261	7.46548114532551e-07	1.35648268236533e-08	7.92657500862902e-11	cst3	ENSDARG00000007795	ENSDART00000065435,ENSDART00000136820,ENSDART00000133857	ENSDARP00000065434,ENSDARP00000113296,	cst3-201,cst3-203,cst3-202		protein_coding	cystatin_C_(amyloid_angiopathy_and_cerebral_hemorrhage)_[Source:ZFIN;Acc:ZDB-GENE-030131-373]
ENSDARG00000077839	dhx30	ENSDARP00000101025	-0.360450142343359	-2.11434301344629	-1.83118151613898	-2.09891292763856	-2.2380665860189	0.881205909757101	0.0415546722221841	0.0470228392456282	0.028860828869794	0.0133440134321312	dhx30	ENSDARG00000077839	ENSDART00000113021	ENSDARP00000101025	dhx30-201		protein_coding	DEAH_(Asp-Glu-Ala-His)_box_helicase_30_[Source:ZFIN;Acc:ZDB-GENE-130530-833]
ENSDARG00000042728	plaa	ENSDARP00000062703	0.0946654003273704	0.312726308518226	0.783743813491959	1.17518007135031	0.922863182815945	0.881205909757101	0.241940012360621	0.00413825863518985	0.000180179145285098	0.000704256994757532	plaa	ENSDARG00000042728	ENSDART00000062704,ENSDART00000113585	ENSDARP00000062703,ENSDARP00000100244	plaa-201,plaa-202		protein_coding	phospholipase_A2-activating_protein_[Source:ZFIN;Acc:ZDB-GENE-030826-13]
ENSDARG00000068187	spg7	ENSDARP00000089209	-0.0939964953462855	-0.305606699380739	-0.558010904638284	-0.722204528386616	-1.46393049775318	0.881205909757101	0.249884539136892	0.0250202591905783	0.00696035983505503	1.18160438077086e-05	spg7	ENSDARG00000068187	ENSDART00000098438	ENSDARP00000089209	spg7-201		protein_coding	SPG7_matrix_AAA_peptidase_subunit,_paraplegin_[Source:ZFIN;Acc:ZDB-GENE-030131-5391]
ENSDARG00000052371	higd2a	ENSDARP00000068705	-0.333057720998017	-1.29894771017805	-1.32502756531067	-0.644148738726571	-0.536502410475428	0.881205909757101	0.168683842402925	0.108733294941967	0.443877113013444	0.481924268147294	higd2a	ENSDARG00000052371	ENSDART00000074216	ENSDARP00000068705	higd2a-201		protein_coding	HIG1_hypoxia_inducible_domain_family,_member_2A_[Source:ZFIN;Acc:ZDB-GENE-050417-119]
ENSDARG00000038154	isca2	ENSDARP00000055610	0.180598111961189	-0.412734385045415	-0.682077477871189	-0.15643369416928	-1.09700371657685	0.885663572639501	0.426012513684451	0.129566801773062	0.741630644587293	0.0162355249138466	isca2	ENSDARG00000038154	ENSDART00000154863,ENSDART00000055611	ENSDARP00000128847,ENSDARP00000055610	isca2-202,isca2-201		protein_coding	iron-sulfur_cluster_assembly_2_[Source:ZFIN;Acc:ZDB-GENE-131121-486]
ENSDARG00000079009	abca1b	ENSDARP00000051555	0.0946654003273704	0.21656409720438	0.359117648035593	0.183768499828634	1.15451251206678	0.886032143957199	0.426694840367551	0.129145517352317	0.449871568185932	0.00013289072897307	abca1b	ENSDARG00000079009	ENSDART00000051556,ENSDART00000149783,ENSDART00000148461	ENSDARP00000051555,ENSDARP00000124504,ENSDARP00000124570	abca1b-201,abca1b-203,abca1b-202		protein_coding	ATP-binding_cassette,_sub-family_A_(ABC1),_member_1B_[Source:ZFIN;Acc:ZDB-GENE-030131-9826]
ENSDARG00000099973	mia2	XP_021322994	-0.297639996584964	-0.5173025004711	-0.235211243839537	0.620996171527008	0.704011783102523	0.886032143957199	0.549705462896761	0.748667596789504	0.41532218967721	0.308006144799069	ENSDARG00000099973	ENSDARG00000099973	ENSDART00000172450,ENSDART00000158081,ENSDART00000170255,ENSDART00000188311,ENSDART00000193428,ENSDART00000159598	ENSDARP00000130904,,ENSDARP00000139039,ENSDARP00000146481,ENSDARP00000155527,ENSDARP00000141167			protein_coding	
ENSDARG00000011146	uqcrb	ENSDARP00000011797	-0.0852386209455496	-0.302880209663947	-0.530947776629993	-0.479030453112124	-0.668046747211182	0.886733748323804	0.217030007804237	0.0221300505620271	0.0368070310515988	0.00383497154943373	uqcrb	ENSDARG00000011146	ENSDART00000005191,ENSDART00000151084,ENSDART00000150991	ENSDARP00000011797,ENSDARP00000125684,ENSDARP00000126028	uqcrb-201,uqcrb-203,uqcrb-202		protein_coding	ubiquinol-cytochrome_c_reductase_binding_protein_[Source:ZFIN;Acc:ZDB-GENE-050522-542]
ENSDARG00000015978	COX5B	ENSDARP00000116544	-0.0536074116363388	-0.114446543351285	-0.39797438080258	-0.290089544378937	-0.414784184089292	0.88680237249873	0.466034251736338	0.00912979125719347	0.0434788413040154	0.00427344669494453	cox5ba	ENSDARG00000015978	ENSDART00000020000,ENSDART00000147926	ENSDARP00000016376,ENSDARP00000116544	cox5ba-201,cox5ba-202		protein_coding	cytochrome_c_oxidase_subunit_5Ba_[Source:ZFIN;Acc:ZDB-GENE-040625-180]
ENSDARG00000097465	trmt61b	ENSDARP00000128834	-0.15784307729445	-0.69578571107086	-1.24569584332251	-0.952913330178619	-1.42568842571304	0.88680237249873	0.132513537131725	0.00675159114236671	0.0283726472175318	0.00156959828376731	trmt61b	ENSDARG00000097465	ENSDART00000156606	ENSDARP00000128834	trmt61b-201		protein_coding	tRNA_methyltransferase_61B_[Source:ZFIN;Acc:ZDB-GENE-131127-35]
ENSDARG00000070416	zgc:162816	ENSDARP00000109902	0.204340341743601	-0.322831575830341	0.14668397192192	0.399645512971981	-0.280160775047859	0.88680237249873	0.59163359659595	0.775217931531243	0.453886112451841	0.561694781882054	zgc:162816	ENSDARG00000070416	ENSDART00000124830,ENSDART00000162768	ENSDARP00000109902,ENSDARP00000135197	zgc:162816-201,zgc:162816-202		protein_coding	zgc:162816_[Source:ZFIN;Acc:ZDB-GENE-070410-94]
ENSDARG00000087359	c3a	ENSDARP00000108724	-0.182751212962977	-0.126575305870846	-0.293189491441305	0.657070049745037	0.117048471688303	0.88680237249873	0.80565661032538	0.519125246695107	0.166894173059142	0.784764372147869	c3a.2	ENSDARG00000087359	ENSDART00000127714	ENSDARP00000108724	c3a.2-201		protein_coding	complement_C3a,_tandem_duplicate_2_[Source:ZFIN;Acc:ZDB-GENE-990415-36]
ENSDARG00000044980	kpna6	ENSDARP00000066122	0.194573996918502	0.788816495198329	3.07984655555367	3.10088678365183	0.16500166672909	0.88680237249873	0.165820449587022	3.27397393215541e-05	2.44336498081058e-05	0.720522101139988	kpna6	ENSDARG00000044980	ENSDART00000167630,ENSDART00000066123	ENSDARP00000133515,ENSDARP00000066122	kpna6-202,kpna6-201		protein_coding	karyopherin_alpha_6_(importin_alpha_7)_[Source:ZFIN;Acc:ZDB-GENE-130530-626]
ENSDARG00000062272	afg3l2	ENSDARP00000138163	-0.0677470502119881	-0.329863006349044	-0.498416879031723	-0.546995467544136	-0.893902204625142	0.88680237249873	0.100149484826028	0.0101184365558873	0.00637399435767913	7.71091517125961e-05	afg3l2	ENSDARG00000062272	ENSDART00000169028	ENSDARP00000138163	afg3l2-201		protein_coding	AFG3-like_AAA_ATPase_2_[Source:ZFIN;Acc:ZDB-GENE-070912-46]
ENSDARG00000078399	acsl2	XP_002663285	-0.195887809762297	-0.811393549470798	-1.08213457146118	-0.594757099737265	0.833131456983372	0.88680237249873	0.158451967583151	0.0389310133225371	0.24637298033932	0.0803143064053491	ENSDARG00000078399	ENSDARG00000078399	ENSDART00000053750	ENSDARP00000053749			protein_coding	
ENSDARG00000075709	ndufb3	ENSDARP00000155189	0.0892898677903418	-0.361701029915181	-0.816178495061585	-0.433065900170526	-0.539337203320162	0.88680237249873	0.168411883762771	0.00280322486992899	0.0696763697327039	0.0188355751806869	ndufb3	ENSDARG00000075709	ENSDART00000180478,ENSDART00000144625	ENSDARP00000155189,ENSDARP00000119887	ndufb3-202,ndufb3-201		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_B3_[Source:ZFIN;Acc:ZDB-GENE-091204-407]
ENSDARG00000116680	zgc:56235	ENSDARP00000149044	-0.120385998261899	-0.258525585158129	-0.796327726956036	-0.469955191763272	-1.17062218782995	0.88680237249873	0.470489532569755	0.0182433976381424	0.137547417385685	0.000972640424608152	zgc:56235	ENSDARG00000116680	ENSDART00000183684	ENSDARP00000149044	zgc:56235-201		protein_coding	zgc:56235_[Source:ZFIN;Acc:ZDB-GENE-040426-954]
ENSDARG00000099222	prpsap1	NP_001002199	0.0946654003273668	0.216564097204376	2.02319276440627	2.77118819866438	3.05467599694237	0.88680237249873	0.436779450843303	2.02666454978875e-06	5.87739320731553e-08	8.78686965622999e-09	prpsap1	ENSDARG00000099222	ENSDART00000167468	ENSDARP00000137844	prpsap1-201		protein_coding	phosphoribosyl_pyrophosphate_synthetase-associated_protein_1_[Source:ZFIN;Acc:ZDB-GENE-040704-40]
